"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"12/03/2024 12:45 - 12/03/2024 13:00","Spain (ES)","28000.00","28867.00"
"12/03/2024 13:00 - 12/03/2024 13:15","Spain (ES)","28028.00","28915.00"
"12/03/2024 13:15 - 12/03/2024 13:30","Spain (ES)","28100.00","28885.00"
"12/03/2024 13:30 - 12/03/2024 13:45","Spain (ES)","28128.00","28815.00"
"12/03/2024 13:45 - 12/03/2024 14:00","Spain (ES)","28076.00","28719.00"
"12/03/2024 14:00 - 12/03/2024 14:15","Spain (ES)","28008.00","28588.00"
"12/03/2024 14:15 - 12/03/2024 14:30","Spain (ES)","27744.00","28495.00"
"12/03/2024 14:30 - 12/03/2024 14:45","Spain (ES)","27936.00","28425.00"
"12/03/2024 14:45 - 12/03/2024 15:00","Spain (ES)","27844.00","28375.00"
"12/03/2024 15:00 - 12/03/2024 15:15","Spain (ES)","27608.00","28332.00"
"12/03/2024 15:15 - 12/03/2024 15:30","Spain (ES)","27628.00","28291.00"
"12/03/2024 15:30 - 12/03/2024 15:45","Spain (ES)","27508.00","28245.00"
"12/03/2024 15:45 - 12/03/2024 16:00","Spain (ES)","27464.00","28209.00"
"12/03/2024 16:00 - 12/03/2024 16:15","Spain (ES)","27504.00","28098.00"
"12/03/2024 16:15 - 12/03/2024 16:30","Spain (ES)","27620.00","28149.00"
"12/03/2024 16:30 - 12/03/2024 16:45","Spain (ES)","27608.00","28268.00"
"12/03/2024 16:45 - 12/03/2024 17:00","Spain (ES)","27588.00","28432.00"
"12/03/2024 17:00 - 12/03/2024 17:15","Spain (ES)","27836.00","28633.00"
"12/03/2024 17:15 - 12/03/2024 17:30","Spain (ES)","28144.00","28802.00"
"12/03/2024 17:30 - 12/03/2024 17:45","Spain (ES)","28344.00","28943.00"
"12/03/2024 17:45 - 12/03/2024 18:00","Spain (ES)","28552.00","29102.00"
"12/03/2024 18:00 - 12/03/2024 18:15","Spain (ES)","28856.00","29067.00"
"12/03/2024 18:15 - 12/03/2024 18:30","Spain (ES)","29080.00","29438.00"
"12/03/2024 18:30 - 12/03/2024 18:45","Spain (ES)","29292.00","29982.00"
"12/03/2024 18:45 - 12/03/2024 19:00","Spain (ES)","29744.00","30650.00"
"12/03/2024 19:00 - 12/03/2024 19:15","Spain (ES)","30340.00","31482.00"
"12/03/2024 19:15 - 12/03/2024 19:30","Spain (ES)","30964.00","32187.00"
"12/03/2024 19:30 - 12/03/2024 19:45","Spain (ES)","31788.00","32811.00"
"12/03/2024 19:45 - 12/03/2024 20:00","Spain (ES)","32676.00","33325.00"
"12/03/2024 20:00 - 12/03/2024 20:15","Spain (ES)","33376.00","34035.00"
"12/03/2024 20:15 - 12/03/2024 20:30","Spain (ES)","33740.00","34276.00"
"12/03/2024 20:30 - 12/03/2024 20:45","Spain (ES)","33916.00","34350.00"
"12/03/2024 20:45 - 12/03/2024 21:00","Spain (ES)","34172.00","34251.00"
"12/03/2024 21:00 - 12/03/2024 21:15","Spain (ES)","34272.00","34335.00"
"12/03/2024 21:15 - 12/03/2024 21:30","Spain (ES)","34168.00","33868.00"
"12/03/2024 21:30 - 12/03/2024 21:45","Spain (ES)","33888.00","33221.00"
"12/03/2024 21:45 - 12/03/2024 22:00","Spain (ES)","33076.00","32436.00"
"12/03/2024 22:00 - 12/03/2024 22:15","Spain (ES)","32260.00","31626.00"
"12/03/2024 22:15 - 12/03/2024 22:30","Spain (ES)","31472.00","30729.00"
"12/03/2024 22:30 - 12/03/2024 22:45","Spain (ES)","30596.00","29853.00"
"12/03/2024 22:45 - 12/03/2024 23:00","Spain (ES)","29972.00","29028.00"
"12/03/2024 23:00 - 12/03/2024 23:15","Spain (ES)","29152.00","28114.00"
"12/03/2024 23:15 - 12/03/2024 23:30","Spain (ES)","28372.00","27466.00"
"12/03/2024 23:30 - 12/03/2024 23:45","Spain (ES)","27680.00","26930.00"
"12/03/2024 23:45 - 13/03/2024 00:00","Spain (ES)","26912.00","26480.00"
"13/03/2024 00:00 - 13/03/2024 00:15","Spain (ES)","26336.00","26127.00"
"13/03/2024 00:15 - 13/03/2024 00:30","Spain (ES)","25888.00","25677.00"
"13/03/2024 00:30 - 13/03/2024 00:45","Spain (ES)","25880.00","25252.00"
"13/03/2024 00:45 - 13/03/2024 01:00","Spain (ES)","25436.00","24855.00"
"13/03/2024 01:00 - 13/03/2024 01:15","Spain (ES)","24976.00","24436.00"
"13/03/2024 01:15 - 13/03/2024 01:30","Spain (ES)","24556.00","24099.00"
"13/03/2024 01:30 - 13/03/2024 01:45","Spain (ES)","24280.00","23793.00"
"13/03/2024 01:45 - 13/03/2024 02:00","Spain (ES)","23980.00","23520.00"
"13/03/2024 02:00 - 13/03/2024 02:15","Spain (ES)","23752.00","23214.00"
"13/03/2024 02:15 - 13/03/2024 02:30","Spain (ES)","23496.00","23013.00"
"13/03/2024 02:30 - 13/03/2024 02:45","Spain (ES)","23172.00","22848.00"
"13/03/2024 02:45 - 13/03/2024 03:00","Spain (ES)","23064.00","22718.00"
"13/03/2024 03:00 - 13/03/2024 03:15","Spain (ES)","23148.00","22563.00"
"13/03/2024 03:15 - 13/03/2024 03:30","Spain (ES)","23148.00","22497.00"
"13/03/2024 03:30 - 13/03/2024 03:45","Spain (ES)","22972.00","22459.00"
"13/03/2024 03:45 - 13/03/2024 04:00","Spain (ES)","22760.00","22447.00"
"13/03/2024 04:00 - 13/03/2024 04:15","Spain (ES)","22812.00","22400.00"
"13/03/2024 04:15 - 13/03/2024 04:30","Spain (ES)","22776.00","22436.00"
"13/03/2024 04:30 - 13/03/2024 04:45","Spain (ES)","22728.00","22500.00"
"13/03/2024 04:45 - 13/03/2024 05:00","Spain (ES)","22560.00","22624.00"
"13/03/2024 05:00 - 13/03/2024 05:15","Spain (ES)","22880.00","22570.00"
"13/03/2024 05:15 - 13/03/2024 05:30","Spain (ES)","23164.00","22923.00"
"13/03/2024 05:30 - 13/03/2024 05:45","Spain (ES)","23396.00","23438.00"
"13/03/2024 05:45 - 13/03/2024 06:00","Spain (ES)","23472.00","24102.00"
"13/03/2024 06:00 - 13/03/2024 06:15","Spain (ES)","23880.00","24774.00"
"13/03/2024 06:15 - 13/03/2024 06:30","Spain (ES)","24952.00","25660.00"
"13/03/2024 06:30 - 13/03/2024 06:45","Spain (ES)","25696.00","26614.00"
"13/03/2024 06:45 - 13/03/2024 07:00","Spain (ES)","26756.00","27576.00"
"13/03/2024 07:00 - 13/03/2024 07:15","Spain (ES)","27588.00","28832.00"
"13/03/2024 07:15 - 13/03/2024 07:30","Spain (ES)","28924.00","29605.00"
"13/03/2024 07:30 - 13/03/2024 07:45","Spain (ES)","29584.00","30187.00"
"13/03/2024 07:45 - 13/03/2024 08:00","Spain (ES)","30256.00","30588.00"
"13/03/2024 08:00 - 13/03/2024 08:15","Spain (ES)","30544.00","31078.00"
"13/03/2024 08:15 - 13/03/2024 08:30","Spain (ES)","31124.00","31199.00"
"13/03/2024 08:30 - 13/03/2024 08:45","Spain (ES)","31444.00","31220.00"
"13/03/2024 08:45 - 13/03/2024 09:00","Spain (ES)","31492.00","31160.00"
"13/03/2024 09:00 - 13/03/2024 09:15","Spain (ES)","31196.00","31104.00"
"13/03/2024 09:15 - 13/03/2024 09:30","Spain (ES)","30920.00","30949.00"
"13/03/2024 09:30 - 13/03/2024 09:45","Spain (ES)","30684.00","30775.00"
"13/03/2024 09:45 - 13/03/2024 10:00","Spain (ES)","30512.00","30585.00"
"13/03/2024 10:00 - 13/03/2024 10:15","Spain (ES)","30368.00","30411.00"
"13/03/2024 10:15 - 13/03/2024 10:30","Spain (ES)","29784.00","30183.00"
"13/03/2024 10:30 - 13/03/2024 10:45","Spain (ES)","29400.00","29937.00"
"13/03/2024 10:45 - 13/03/2024 11:00","Spain (ES)","29384.00","29687.00"
"13/03/2024 11:00 - 13/03/2024 11:15","Spain (ES)","29436.00","29387.00"
"13/03/2024 11:15 - 13/03/2024 11:30","Spain (ES)","29116.00","29179.00"
"13/03/2024 11:30 - 13/03/2024 11:45","Spain (ES)","28888.00","29012.00"
"13/03/2024 11:45 - 13/03/2024 12:00","Spain (ES)","28592.00","28889.00"
"13/03/2024 12:00 - 13/03/2024 12:15","Spain (ES)","28492.00","28734.00"
"13/03/2024 12:15 - 13/03/2024 12:30","Spain (ES)","28304.00","28698.00"
"13/03/2024 12:30 - 13/03/2024 12:45","Spain (ES)","28100.00","28699.00"
"13/03/2024 12:45 - 13/03/2024 13:00","Spain (ES)","28148.00","28716.00"
"13/03/2024 13:00 - 13/03/2024 13:15","Spain (ES)","28188.00","28802.00"
"13/03/2024 13:15 - 13/03/2024 13:30","Spain (ES)","28164.00","28772.00"
"13/03/2024 13:30 - 13/03/2024 13:45","Spain (ES)","28224.00","28687.00"
"13/03/2024 13:45 - 13/03/2024 14:00","Spain (ES)","28224.00","28563.00"
"13/03/2024 14:00 - 13/03/2024 14:15","Spain (ES)","27964.00","28396.00"
"13/03/2024 14:15 - 13/03/2024 14:30","Spain (ES)","27728.00","28268.00"
"13/03/2024 14:30 - 13/03/2024 14:45","Spain (ES)","27944.00","28168.00"
"13/03/2024 14:45 - 13/03/2024 15:00","Spain (ES)","27908.00","28094.00"
"13/03/2024 15:00 - 13/03/2024 15:15","Spain (ES)","27664.00","28018.00"
"13/03/2024 15:15 - 13/03/2024 15:30","Spain (ES)","27516.00","27969.00"
"13/03/2024 15:30 - 13/03/2024 15:45","Spain (ES)","27504.00","27924.00"
"13/03/2024 15:45 - 13/03/2024 16:00","Spain (ES)","27480.00","27898.00"
"13/03/2024 16:00 - 13/03/2024 16:15","Spain (ES)","27276.00","27800.00"
"13/03/2024 16:15 - 13/03/2024 16:30","Spain (ES)","27428.00","27862.00"
"13/03/2024 16:30 - 13/03/2024 16:45","Spain (ES)","27472.00","27987.00"
"13/03/2024 16:45 - 13/03/2024 17:00","Spain (ES)","27432.00","28157.00"
"13/03/2024 17:00 - 13/03/2024 17:15","Spain (ES)","27636.00","28357.00"
"13/03/2024 17:15 - 13/03/2024 17:30","Spain (ES)","28264.00","28538.00"
"13/03/2024 17:30 - 13/03/2024 17:45","Spain (ES)","28388.00","28699.00"
"13/03/2024 17:45 - 13/03/2024 18:00","Spain (ES)","28636.00","28878.00"
"13/03/2024 18:00 - 13/03/2024 18:15","Spain (ES)","28748.00","28886.00"
"13/03/2024 18:15 - 13/03/2024 18:30","Spain (ES)","29124.00","29254.00"
"13/03/2024 18:30 - 13/03/2024 18:45","Spain (ES)","29336.00","29775.00"
"13/03/2024 18:45 - 13/03/2024 19:00","Spain (ES)","29796.00","30407.00"
"13/03/2024 19:00 - 13/03/2024 19:15","Spain (ES)","30212.00","31180.00"
"13/03/2024 19:15 - 13/03/2024 19:30","Spain (ES)","30948.00","31851.00"
"13/03/2024 19:30 - 13/03/2024 19:45","Spain (ES)","31772.00","32455.00"
"13/03/2024 19:45 - 13/03/2024 20:00","Spain (ES)","32440.00","32961.00"
"13/03/2024 20:00 - 13/03/2024 20:15","Spain (ES)","33176.00","33663.00"
"13/03/2024 20:15 - 13/03/2024 20:30","Spain (ES)","33552.00","33911.00"
"13/03/2024 20:30 - 13/03/2024 20:45","Spain (ES)","33880.00","33995.00"
"13/03/2024 20:45 - 13/03/2024 21:00","Spain (ES)","34000.00","33907.00"
"13/03/2024 21:00 - 13/03/2024 21:15","Spain (ES)","34024.00","34003.00"
"13/03/2024 21:15 - 13/03/2024 21:30","Spain (ES)","33948.00","33547.00"
"13/03/2024 21:30 - 13/03/2024 21:45","Spain (ES)","33608.00","32908.00"
"13/03/2024 21:45 - 13/03/2024 22:00","Spain (ES)","32864.00","32133.00"
"13/03/2024 22:00 - 13/03/2024 22:15","Spain (ES)","32044.00","31329.00"
"13/03/2024 22:15 - 13/03/2024 22:30","Spain (ES)","31084.00","30442.00"
"13/03/2024 22:30 - 13/03/2024 22:45","Spain (ES)","30416.00","29579.00"
"13/03/2024 22:45 - 13/03/2024 23:00","Spain (ES)","29772.00","28767.00"
"13/03/2024 23:00 - 13/03/2024 23:15","Spain (ES)","29044.00","27871.00"
"13/03/2024 23:15 - 13/03/2024 23:30","Spain (ES)","28384.00","27230.00"
"13/03/2024 23:30 - 13/03/2024 23:45","Spain (ES)","27752.00","26695.00"
"13/03/2024 23:45 - 14/03/2024 00:00","Spain (ES)","27108.00","26242.00"
"14/03/2024 00:00 - 14/03/2024 00:15","Spain (ES)","26488.00","25987.00"
"14/03/2024 00:15 - 14/03/2024 00:30","Spain (ES)","26216.00","25571.00"
"14/03/2024 00:30 - 14/03/2024 00:45","Spain (ES)","25896.00","25170.00"
"14/03/2024 00:45 - 14/03/2024 01:00","Spain (ES)","25456.00","24790.00"
"14/03/2024 01:00 - 14/03/2024 01:15","Spain (ES)","24816.00","24381.00"
"14/03/2024 01:15 - 14/03/2024 01:30","Spain (ES)","24436.00","24057.00"
"14/03/2024 01:30 - 14/03/2024 01:45","Spain (ES)","24300.00","23766.00"
"14/03/2024 01:45 - 14/03/2024 02:00","Spain (ES)","23948.00","23512.00"
"14/03/2024 02:00 - 14/03/2024 02:15","Spain (ES)","23600.00","23223.00"
"14/03/2024 02:15 - 14/03/2024 02:30","Spain (ES)","23476.00","23046.00"
"14/03/2024 02:30 - 14/03/2024 02:45","Spain (ES)","23196.00","22909.00"
"14/03/2024 02:45 - 14/03/2024 03:00","Spain (ES)","23048.00","22805.00"
"14/03/2024 03:00 - 14/03/2024 03:15","Spain (ES)","22860.00","22695.00"
"14/03/2024 03:15 - 14/03/2024 03:30","Spain (ES)","22904.00","22635.00"
"14/03/2024 03:30 - 14/03/2024 03:45","Spain (ES)","22860.00","22588.00"
"14/03/2024 03:45 - 14/03/2024 04:00","Spain (ES)","22548.00","22556.00"
"14/03/2024 04:00 - 14/03/2024 04:15","Spain (ES)","22748.00","22480.00"
"14/03/2024 04:15 - 14/03/2024 04:30","Spain (ES)","22816.00","22491.00"
"14/03/2024 04:30 - 14/03/2024 04:45","Spain (ES)","22708.00","22537.00"
"14/03/2024 04:45 - 14/03/2024 05:00","Spain (ES)","22740.00","22648.00"
"14/03/2024 05:00 - 14/03/2024 05:15","Spain (ES)","22736.00","22584.00"
"14/03/2024 05:15 - 14/03/2024 05:30","Spain (ES)","23248.00","22926.00"
"14/03/2024 05:30 - 14/03/2024 05:45","Spain (ES)","23492.00","23429.00"
"14/03/2024 05:45 - 14/03/2024 06:00","Spain (ES)","23560.00","24077.00"
"14/03/2024 06:00 - 14/03/2024 06:15","Spain (ES)","24052.00","24734.00"
"14/03/2024 06:15 - 14/03/2024 06:30","Spain (ES)","25312.00","25601.00"
"14/03/2024 06:30 - 14/03/2024 06:45","Spain (ES)","26064.00","26536.00"
"14/03/2024 06:45 - 14/03/2024 07:00","Spain (ES)","26964.00","27480.00"
"14/03/2024 07:00 - 14/03/2024 07:15","Spain (ES)","27824.00","28707.00"
"14/03/2024 07:15 - 14/03/2024 07:30","Spain (ES)","29044.00","29474.00"
"14/03/2024 07:30 - 14/03/2024 07:45","Spain (ES)","29660.00","30059.00"
"14/03/2024 07:45 - 14/03/2024 08:00","Spain (ES)","30112.00","30467.00"
"14/03/2024 08:00 - 14/03/2024 08:15","Spain (ES)","30416.00","30988.00"
"14/03/2024 08:15 - 14/03/2024 08:30","Spain (ES)","30748.00","31095.00"
"14/03/2024 08:30 - 14/03/2024 08:45","Spain (ES)","30904.00","31079.00"
"14/03/2024 08:45 - 14/03/2024 09:00","Spain (ES)","30812.00","30968.00"
"14/03/2024 09:00 - 14/03/2024 09:15","Spain (ES)","30452.00","30850.00"
"14/03/2024 09:15 - 14/03/2024 09:30","Spain (ES)","30260.00","30628.00"
"14/03/2024 09:30 - 14/03/2024 09:45","Spain (ES)","30252.00","30388.00"
"14/03/2024 09:45 - 14/03/2024 10:00","Spain (ES)","30140.00","30146.00"
"14/03/2024 10:00 - 14/03/2024 10:15","Spain (ES)","30032.00","29872.00"
"14/03/2024 10:15 - 14/03/2024 10:30","Spain (ES)","29468.00","29654.00"
"14/03/2024 10:30 - 14/03/2024 10:45","Spain (ES)","29004.00","29463.00"
"14/03/2024 10:45 - 14/03/2024 11:00","Spain (ES)","28948.00","29298.00"
"14/03/2024 11:00 - 14/03/2024 11:15","Spain (ES)","28648.00","29113.00"
"14/03/2024 11:15 - 14/03/2024 11:30","Spain (ES)","28268.00","28994.00"
"14/03/2024 11:30 - 14/03/2024 11:45","Spain (ES)","28300.00","28897.00"
"14/03/2024 11:45 - 14/03/2024 12:00","Spain (ES)","28160.00","28825.00"
"14/03/2024 12:00 - 14/03/2024 12:15","Spain (ES)","27992.00","28716.00"
"14/03/2024 12:15 - 14/03/2024 12:30","Spain (ES)","27928.00","28715.00"
"14/03/2024 12:30 - 14/03/2024 12:45","Spain (ES)","28116.00","28753.00"
"14/03/2024 12:45 - 14/03/2024 13:00","Spain (ES)","28116.00","28809.00"
"14/03/2024 13:00 - 14/03/2024 13:15","Spain (ES)","28356.00","28933.00"
"14/03/2024 13:15 - 14/03/2024 13:30","Spain (ES)","28340.00","28950.00"
"14/03/2024 13:30 - 14/03/2024 13:45","Spain (ES)","28516.00","28914.00"
"14/03/2024 13:45 - 14/03/2024 14:00","Spain (ES)","28496.00","28835.00"
"14/03/2024 14:00 - 14/03/2024 14:15","Spain (ES)","28440.00","28745.00"
"14/03/2024 14:15 - 14/03/2024 14:30","Spain (ES)","28432.00","28625.00"
"14/03/2024 14:30 - 14/03/2024 14:45","Spain (ES)","28540.00","28506.00"
"14/03/2024 14:45 - 14/03/2024 15:00","Spain (ES)","28332.00","28394.00"
"14/03/2024 15:00 - 14/03/2024 15:15","Spain (ES)","28372.00","28253.00"
"14/03/2024 15:15 - 14/03/2024 15:30","Spain (ES)","28060.00","28169.00"
"14/03/2024 15:30 - 14/03/2024 15:45","Spain (ES)","28056.00","28107.00"
"14/03/2024 15:45 - 14/03/2024 16:00","Spain (ES)","28092.00","28079.00"
"14/03/2024 16:00 - 14/03/2024 16:15","Spain (ES)","28092.00","27980.00"
"14/03/2024 16:15 - 14/03/2024 16:30","Spain (ES)","28232.00","28062.00"
"14/03/2024 16:30 - 14/03/2024 16:45","Spain (ES)","28292.00","28212.00"
"14/03/2024 16:45 - 14/03/2024 17:00","Spain (ES)","28356.00","28408.00"
"14/03/2024 17:00 - 14/03/2024 17:15","Spain (ES)","28368.00","28649.00"
"14/03/2024 17:15 - 14/03/2024 17:30","Spain (ES)","28940.00","28844.00"
"14/03/2024 17:30 - 14/03/2024 17:45","Spain (ES)","29128.00","29006.00"
"14/03/2024 17:45 - 14/03/2024 18:00","Spain (ES)","29292.00","29176.00"
"14/03/2024 18:00 - 14/03/2024 18:15","Spain (ES)","29436.00","29176.00"
"14/03/2024 18:15 - 14/03/2024 18:30","Spain (ES)","29536.00","29521.00"
"14/03/2024 18:30 - 14/03/2024 18:45","Spain (ES)","29684.00","30016.00"
"14/03/2024 18:45 - 14/03/2024 19:00","Spain (ES)","30104.00","30620.00"
"14/03/2024 19:00 - 14/03/2024 19:15","Spain (ES)","30656.00","31360.00"
"14/03/2024 19:15 - 14/03/2024 19:30","Spain (ES)","31024.00","32006.00"
"14/03/2024 19:30 - 14/03/2024 19:45","Spain (ES)","31564.00","32587.00"
"14/03/2024 19:45 - 14/03/2024 20:00","Spain (ES)","32404.00","33070.00"
"14/03/2024 20:00 - 14/03/2024 20:15","Spain (ES)","32968.00","33763.00"
"14/03/2024 20:15 - 14/03/2024 20:30","Spain (ES)","33384.00","33967.00"
"14/03/2024 20:30 - 14/03/2024 20:45","Spain (ES)","33516.00","33991.00"
"14/03/2024 20:45 - 14/03/2024 21:00","Spain (ES)","33728.00","33837.00"
"14/03/2024 21:00 - 14/03/2024 21:15","Spain (ES)","33868.00","33835.00"
"14/03/2024 21:15 - 14/03/2024 21:30","Spain (ES)","33776.00","33336.00"
"14/03/2024 21:30 - 14/03/2024 21:45","Spain (ES)","33364.00","32680.00"
"14/03/2024 21:45 - 14/03/2024 22:00","Spain (ES)","32772.00","31908.00"
"14/03/2024 22:00 - 14/03/2024 22:15","Spain (ES)","31804.00","31117.00"
"14/03/2024 22:15 - 14/03/2024 22:30","Spain (ES)","30908.00","30249.00"
"14/03/2024 22:30 - 14/03/2024 22:45","Spain (ES)","30216.00","29399.00"
"14/03/2024 22:45 - 14/03/2024 23:00","Spain (ES)","29572.00","28595.00"
"14/03/2024 23:00 - 14/03/2024 23:15","Spain (ES)","28856.00","27703.00"
"14/03/2024 23:15 - 14/03/2024 23:30","Spain (ES)","28120.00","27070.00"
"14/03/2024 23:30 - 14/03/2024 23:45","Spain (ES)","27632.00","26546.00"
"14/03/2024 23:45 - 15/03/2024 00:00","Spain (ES)","27036.00","26110.00"
"15/03/2024 00:00 - 15/03/2024 00:15","Spain (ES)","26420.00","25976.00"
"15/03/2024 00:15 - 15/03/2024 00:30","Spain (ES)","26056.00","25566.00"
"15/03/2024 00:30 - 15/03/2024 00:45","Spain (ES)","25648.00","25176.00"
"15/03/2024 00:45 - 15/03/2024 01:00","Spain (ES)","25268.00","24807.00"
"15/03/2024 01:00 - 15/03/2024 01:15","Spain (ES)","24708.00","24414.00"
"15/03/2024 01:15 - 15/03/2024 01:30","Spain (ES)","24364.00","24099.00"
"15/03/2024 01:30 - 15/03/2024 01:45","Spain (ES)","24100.00","23813.00"
"15/03/2024 01:45 - 15/03/2024 02:00","Spain (ES)","23732.00","23560.00"
"15/03/2024 02:00 - 15/03/2024 02:15","Spain (ES)","23464.00","23276.00"
"15/03/2024 02:15 - 15/03/2024 02:30","Spain (ES)","23204.00","23091.00"
"15/03/2024 02:30 - 15/03/2024 02:45","Spain (ES)","22872.00","22941.00"
"15/03/2024 02:45 - 15/03/2024 03:00","Spain (ES)","22772.00","22823.00"
"15/03/2024 03:00 - 15/03/2024 03:15","Spain (ES)","22732.00","22690.00"
"15/03/2024 03:15 - 15/03/2024 03:30","Spain (ES)","22656.00","22620.00"
"15/03/2024 03:30 - 15/03/2024 03:45","Spain (ES)","22632.00","22569.00"
"15/03/2024 03:45 - 15/03/2024 04:00","Spain (ES)","22656.00","22537.00"
"15/03/2024 04:00 - 15/03/2024 04:15","Spain (ES)","22432.00","22461.00"
"15/03/2024 04:15 - 15/03/2024 04:30","Spain (ES)","22496.00","22478.00"
"15/03/2024 04:30 - 15/03/2024 04:45","Spain (ES)","22456.00","22531.00"
"15/03/2024 04:45 - 15/03/2024 05:00","Spain (ES)","22548.00","22648.00"
"15/03/2024 05:00 - 15/03/2024 05:15","Spain (ES)","22696.00","22590.00"
"15/03/2024 05:15 - 15/03/2024 05:30","Spain (ES)","23088.00","22945.00"
"15/03/2024 05:30 - 15/03/2024 05:45","Spain (ES)","23164.00","23463.00"
"15/03/2024 05:45 - 15/03/2024 06:00","Spain (ES)","23312.00","24125.00"
"15/03/2024 06:00 - 15/03/2024 06:15","Spain (ES)","23836.00","24816.00"
"15/03/2024 06:15 - 15/03/2024 06:30","Spain (ES)","25076.00","25676.00"
"15/03/2024 06:30 - 15/03/2024 06:45","Spain (ES)","25920.00","26586.00"
"15/03/2024 06:45 - 15/03/2024 07:00","Spain (ES)","26484.00","27489.00"
"15/03/2024 07:00 - 15/03/2024 07:15","Spain (ES)","27404.00","28672.00"
"15/03/2024 07:15 - 15/03/2024 07:30","Spain (ES)","28636.00","29370.00"
"15/03/2024 07:30 - 15/03/2024 07:45","Spain (ES)","29488.00","29879.00"
"15/03/2024 07:45 - 15/03/2024 08:00","Spain (ES)","29816.00","30213.00"
"15/03/2024 08:00 - 15/03/2024 08:15","Spain (ES)","29960.00","30613.00"
"15/03/2024 08:15 - 15/03/2024 08:30","Spain (ES)","30472.00","30691.00"
"15/03/2024 08:30 - 15/03/2024 08:45","Spain (ES)","30520.00","30684.00"
"15/03/2024 08:45 - 15/03/2024 09:00","Spain (ES)","30440.00","30610.00"
"15/03/2024 09:00 - 15/03/2024 09:15","Spain (ES)","30276.00","30549.00"
"15/03/2024 09:15 - 15/03/2024 09:30","Spain (ES)","30188.00","30380.00"
"15/03/2024 09:30 - 15/03/2024 09:45","Spain (ES)","30160.00","30184.00"
"15/03/2024 09:45 - 15/03/2024 10:00","Spain (ES)","29944.00","29972.00"
"15/03/2024 10:00 - 15/03/2024 10:15","Spain (ES)","29780.00","29740.00"
"15/03/2024 10:15 - 15/03/2024 10:30","Spain (ES)","29428.00","29525.00"
"15/03/2024 10:30 - 15/03/2024 10:45","Spain (ES)","29240.00","29323.00"
"15/03/2024 10:45 - 15/03/2024 11:00","Spain (ES)","28976.00","29139.00"
"15/03/2024 11:00 - 15/03/2024 11:15","Spain (ES)","28868.00","28923.00"
"15/03/2024 11:15 - 15/03/2024 11:30","Spain (ES)","28568.00","28787.00"
"15/03/2024 11:30 - 15/03/2024 11:45","Spain (ES)","28292.00","28680.00"
"15/03/2024 11:45 - 15/03/2024 12:00","Spain (ES)","28004.00","28604.00"
"15/03/2024 12:00 - 15/03/2024 12:15","Spain (ES)","27944.00","28503.00"
"15/03/2024 12:15 - 15/03/2024 12:30","Spain (ES)","28024.00","28492.00"
"15/03/2024 12:30 - 15/03/2024 12:45","Spain (ES)","28032.00","28511.00"
"15/03/2024 12:45 - 15/03/2024 13:00","Spain (ES)","27916.00","28539.00"
"15/03/2024 13:00 - 15/03/2024 13:15","Spain (ES)","28032.00","28639.00"
"15/03/2024 13:15 - 15/03/2024 13:30","Spain (ES)","28112.00","28614.00"
"15/03/2024 13:30 - 15/03/2024 13:45","Spain (ES)","28016.00","28533.00"
"15/03/2024 13:45 - 15/03/2024 14:00","Spain (ES)","27932.00","28406.00"
"15/03/2024 14:00 - 15/03/2024 14:15","Spain (ES)","27856.00","28262.00"
"15/03/2024 14:15 - 15/03/2024 14:30","Spain (ES)","27584.00","28096.00"
"15/03/2024 14:30 - 15/03/2024 14:45","Spain (ES)","27672.00","27935.00"
"15/03/2024 14:45 - 15/03/2024 15:00","Spain (ES)","27664.00","27787.00"
"15/03/2024 15:00 - 15/03/2024 15:15","Spain (ES)","27436.00","27603.00"
"15/03/2024 15:15 - 15/03/2024 15:30","Spain (ES)","27208.00","27495.00"
"15/03/2024 15:30 - 15/03/2024 15:45","Spain (ES)","27328.00","27416.00"
