"MTU","Out Area","In Area","Physical Flow (MW)"
"04/02/2024 13:00:00 - 04/02/2024 14:00:00","Spain (ES)","Portugal (PT)","4513.01"
"04/02/2024 13:00:00 - 04/02/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/02/2024 14:00:00 - 04/02/2024 15:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 14:00:00 - 04/02/2024 15:00:00","France (FR)","Spain (ES)","2583.06"
"04/02/2024 14:00:00 - 04/02/2024 15:00:00","Spain (ES)","Portugal (PT)","4474.82"
"04/02/2024 14:00:00 - 04/02/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/02/2024 15:00:00 - 04/02/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 15:00:00 - 04/02/2024 16:00:00","France (FR)","Spain (ES)","1453.10"
"04/02/2024 15:00:00 - 04/02/2024 16:00:00","Spain (ES)","Portugal (PT)","4076.42"
"04/02/2024 15:00:00 - 04/02/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/02/2024 16:00:00 - 04/02/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 16:00:00 - 04/02/2024 17:00:00","France (FR)","Spain (ES)","1665.30"
"04/02/2024 16:00:00 - 04/02/2024 17:00:00","Spain (ES)","Portugal (PT)","4188.90"
"04/02/2024 16:00:00 - 04/02/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/02/2024 17:00:00 - 04/02/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 17:00:00 - 04/02/2024 18:00:00","France (FR)","Spain (ES)","2159.32"
"04/02/2024 17:00:00 - 04/02/2024 18:00:00","Spain (ES)","Portugal (PT)","2817.28"
"04/02/2024 17:00:00 - 04/02/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"04/02/2024 18:00:00 - 04/02/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 18:00:00 - 04/02/2024 19:00:00","France (FR)","Spain (ES)","2256.10"
"04/02/2024 18:00:00 - 04/02/2024 19:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/02/2024 18:00:00 - 04/02/2024 19:00:00","Portugal (PT)","Spain (ES)","89.48"
"04/02/2024 19:00:00 - 04/02/2024 20:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 19:00:00 - 04/02/2024 20:00:00","France (FR)","Spain (ES)","2848.03"
"04/02/2024 19:00:00 - 04/02/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/02/2024 19:00:00 - 04/02/2024 20:00:00","Portugal (PT)","Spain (ES)","1155.66"
"04/02/2024 20:00:00 - 04/02/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 20:00:00 - 04/02/2024 21:00:00","France (FR)","Spain (ES)","2953.66"
"04/02/2024 20:00:00 - 04/02/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/02/2024 20:00:00 - 04/02/2024 21:00:00","Portugal (PT)","Spain (ES)","949.37"
"04/02/2024 21:00:00 - 04/02/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 21:00:00 - 04/02/2024 22:00:00","France (FR)","Spain (ES)","3325.09"
"04/02/2024 21:00:00 - 04/02/2024 22:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/02/2024 21:00:00 - 04/02/2024 22:00:00","Portugal (PT)","Spain (ES)","842.97"
"04/02/2024 22:00:00 - 04/02/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 22:00:00 - 04/02/2024 23:00:00","France (FR)","Spain (ES)","3008.83"
"04/02/2024 22:00:00 - 04/02/2024 23:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/02/2024 22:00:00 - 04/02/2024 23:00:00","Portugal (PT)","Spain (ES)","890.75"
"04/02/2024 23:00:00 - 05/02/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"04/02/2024 23:00:00 - 05/02/2024 00:00:00","France (FR)","Spain (ES)","3217.67"
"04/02/2024 23:00:00 - 05/02/2024 00:00:00","Spain (ES)","Portugal (PT)","0.00"
"04/02/2024 23:00:00 - 05/02/2024 00:00:00","Portugal (PT)","Spain (ES)","279.76"
"05/02/2024 00:00:00 - 05/02/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 00:00:00 - 05/02/2024 01:00:00","France (FR)","Spain (ES)","3030.08"
"05/02/2024 00:00:00 - 05/02/2024 01:00:00","Spain (ES)","Portugal (PT)","448.80"
"05/02/2024 00:00:00 - 05/02/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 01:00:00 - 05/02/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 01:00:00 - 05/02/2024 02:00:00","France (FR)","Spain (ES)","3051.19"
"05/02/2024 01:00:00 - 05/02/2024 02:00:00","Spain (ES)","Portugal (PT)","477.94"
"05/02/2024 01:00:00 - 05/02/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 02:00:00 - 05/02/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 02:00:00 - 05/02/2024 03:00:00","France (FR)","Spain (ES)","3079.14"
"05/02/2024 02:00:00 - 05/02/2024 03:00:00","Spain (ES)","Portugal (PT)","621.79"
"05/02/2024 02:00:00 - 05/02/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 03:00:00 - 05/02/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 03:00:00 - 05/02/2024 04:00:00","France (FR)","Spain (ES)","3019.50"
"05/02/2024 03:00:00 - 05/02/2024 04:00:00","Spain (ES)","Portugal (PT)","601.08"
"05/02/2024 03:00:00 - 05/02/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 04:00:00 - 05/02/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 04:00:00 - 05/02/2024 05:00:00","France (FR)","Spain (ES)","3096.81"
"05/02/2024 04:00:00 - 05/02/2024 05:00:00","Spain (ES)","Portugal (PT)","713.76"
"05/02/2024 04:00:00 - 05/02/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 05:00:00 - 05/02/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 05:00:00 - 05/02/2024 06:00:00","France (FR)","Spain (ES)","3108.35"
"05/02/2024 05:00:00 - 05/02/2024 06:00:00","Spain (ES)","Portugal (PT)","28.94"
"05/02/2024 05:00:00 - 05/02/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 06:00:00 - 05/02/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 06:00:00 - 05/02/2024 07:00:00","France (FR)","Spain (ES)","3041.33"
"05/02/2024 06:00:00 - 05/02/2024 07:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 06:00:00 - 05/02/2024 07:00:00","Portugal (PT)","Spain (ES)","707.50"
"05/02/2024 07:00:00 - 05/02/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 07:00:00 - 05/02/2024 08:00:00","France (FR)","Spain (ES)","2573.94"
"05/02/2024 07:00:00 - 05/02/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 07:00:00 - 05/02/2024 08:00:00","Portugal (PT)","Spain (ES)","1809.45"
"05/02/2024 08:00:00 - 05/02/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 08:00:00 - 05/02/2024 09:00:00","France (FR)","Spain (ES)","2753.60"
"05/02/2024 08:00:00 - 05/02/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 08:00:00 - 05/02/2024 09:00:00","Portugal (PT)","Spain (ES)","2314.68"
"05/02/2024 09:00:00 - 05/02/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 09:00:00 - 05/02/2024 10:00:00","France (FR)","Spain (ES)","2231.53"
"05/02/2024 09:00:00 - 05/02/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 09:00:00 - 05/02/2024 10:00:00","Portugal (PT)","Spain (ES)","1722.44"
"05/02/2024 10:00:00 - 05/02/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 10:00:00 - 05/02/2024 11:00:00","France (FR)","Spain (ES)","758.61"
"05/02/2024 10:00:00 - 05/02/2024 11:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 10:00:00 - 05/02/2024 11:00:00","Portugal (PT)","Spain (ES)","486.93"
"05/02/2024 11:00:00 - 05/02/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 11:00:00 - 05/02/2024 12:00:00","France (FR)","Spain (ES)","459.52"
"05/02/2024 11:00:00 - 05/02/2024 12:00:00","Spain (ES)","Portugal (PT)","348.44"
"05/02/2024 11:00:00 - 05/02/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 12:00:00 - 05/02/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 12:00:00 - 05/02/2024 13:00:00","France (FR)","Spain (ES)","1208.03"
"05/02/2024 12:00:00 - 05/02/2024 13:00:00","Spain (ES)","Portugal (PT)","1824.85"
"05/02/2024 12:00:00 - 05/02/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 13:00:00 - 05/02/2024 14:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 13:00:00 - 05/02/2024 14:00:00","France (FR)","Spain (ES)","2133.64"
"05/02/2024 13:00:00 - 05/02/2024 14:00:00","Spain (ES)","Portugal (PT)","2810.03"
"05/02/2024 13:00:00 - 05/02/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 14:00:00 - 05/02/2024 15:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 14:00:00 - 05/02/2024 15:00:00","France (FR)","Spain (ES)","2157.77"
"05/02/2024 14:00:00 - 05/02/2024 15:00:00","Spain (ES)","Portugal (PT)","2926.21"
"05/02/2024 14:00:00 - 05/02/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 15:00:00 - 05/02/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 15:00:00 - 05/02/2024 16:00:00","France (FR)","Spain (ES)","1349.42"
"05/02/2024 15:00:00 - 05/02/2024 16:00:00","Spain (ES)","Portugal (PT)","2394.68"
"05/02/2024 15:00:00 - 05/02/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 16:00:00 - 05/02/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 16:00:00 - 05/02/2024 17:00:00","France (FR)","Spain (ES)","1017.86"
"05/02/2024 16:00:00 - 05/02/2024 17:00:00","Spain (ES)","Portugal (PT)","1254.28"
"05/02/2024 16:00:00 - 05/02/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"05/02/2024 17:00:00 - 05/02/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 17:00:00 - 05/02/2024 18:00:00","France (FR)","Spain (ES)","568.54"
"05/02/2024 17:00:00 - 05/02/2024 18:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 17:00:00 - 05/02/2024 18:00:00","Portugal (PT)","Spain (ES)","134.92"
"05/02/2024 18:00:00 - 05/02/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 18:00:00 - 05/02/2024 19:00:00","France (FR)","Spain (ES)","1368.24"
"05/02/2024 18:00:00 - 05/02/2024 19:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 18:00:00 - 05/02/2024 19:00:00","Portugal (PT)","Spain (ES)","1259.11"
"05/02/2024 19:00:00 - 05/02/2024 20:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 19:00:00 - 05/02/2024 20:00:00","France (FR)","Spain (ES)","2578.71"
"05/02/2024 19:00:00 - 05/02/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 19:00:00 - 05/02/2024 20:00:00","Portugal (PT)","Spain (ES)","1087.83"
"05/02/2024 20:00:00 - 05/02/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 20:00:00 - 05/02/2024 21:00:00","France (FR)","Spain (ES)","2908.78"
"05/02/2024 20:00:00 - 05/02/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 20:00:00 - 05/02/2024 21:00:00","Portugal (PT)","Spain (ES)","941.25"
"05/02/2024 21:00:00 - 05/02/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 21:00:00 - 05/02/2024 22:00:00","France (FR)","Spain (ES)","2932.86"
"05/02/2024 21:00:00 - 05/02/2024 22:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 21:00:00 - 05/02/2024 22:00:00","Portugal (PT)","Spain (ES)","964.73"
"05/02/2024 22:00:00 - 05/02/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 22:00:00 - 05/02/2024 23:00:00","France (FR)","Spain (ES)","2835.28"
"05/02/2024 22:00:00 - 05/02/2024 23:00:00","Spain (ES)","Portugal (PT)","0.00"
"05/02/2024 22:00:00 - 05/02/2024 23:00:00","Portugal (PT)","Spain (ES)","628.88"
"05/02/2024 23:00:00 - 06/02/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"05/02/2024 23:00:00 - 06/02/2024 00:00:00","France (FR)","Spain (ES)","2827.28"
"05/02/2024 23:00:00 - 06/02/2024 00:00:00","Spain (ES)","Portugal (PT)","20.83"
"05/02/2024 23:00:00 - 06/02/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 00:00:00 - 06/02/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 00:00:00 - 06/02/2024 01:00:00","France (FR)","Spain (ES)","3015.41"
"06/02/2024 00:00:00 - 06/02/2024 01:00:00","Spain (ES)","Portugal (PT)","558.93"
"06/02/2024 00:00:00 - 06/02/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 01:00:00 - 06/02/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 01:00:00 - 06/02/2024 02:00:00","France (FR)","Spain (ES)","3059.95"
"06/02/2024 01:00:00 - 06/02/2024 02:00:00","Spain (ES)","Portugal (PT)","940.84"
"06/02/2024 01:00:00 - 06/02/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 02:00:00 - 06/02/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 02:00:00 - 06/02/2024 03:00:00","France (FR)","Spain (ES)","3001.49"
"06/02/2024 02:00:00 - 06/02/2024 03:00:00","Spain (ES)","Portugal (PT)","1488.06"
"06/02/2024 02:00:00 - 06/02/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 03:00:00 - 06/02/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 03:00:00 - 06/02/2024 04:00:00","France (FR)","Spain (ES)","3072.21"
"06/02/2024 03:00:00 - 06/02/2024 04:00:00","Spain (ES)","Portugal (PT)","1514.84"
"06/02/2024 03:00:00 - 06/02/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 04:00:00 - 06/02/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 04:00:00 - 06/02/2024 05:00:00","France (FR)","Spain (ES)","3016.73"
"06/02/2024 04:00:00 - 06/02/2024 05:00:00","Spain (ES)","Portugal (PT)","1623.19"
"06/02/2024 04:00:00 - 06/02/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 05:00:00 - 06/02/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 05:00:00 - 06/02/2024 06:00:00","France (FR)","Spain (ES)","3041.22"
"06/02/2024 05:00:00 - 06/02/2024 06:00:00","Spain (ES)","Portugal (PT)","1279.34"
"06/02/2024 05:00:00 - 06/02/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 06:00:00 - 06/02/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 06:00:00 - 06/02/2024 07:00:00","France (FR)","Spain (ES)","3037.22"
"06/02/2024 06:00:00 - 06/02/2024 07:00:00","Spain (ES)","Portugal (PT)","111.89"
"06/02/2024 06:00:00 - 06/02/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 07:00:00 - 06/02/2024 08:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 07:00:00 - 06/02/2024 08:00:00","France (FR)","Spain (ES)","3043.10"
"06/02/2024 07:00:00 - 06/02/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/02/2024 07:00:00 - 06/02/2024 08:00:00","Portugal (PT)","Spain (ES)","1039.78"
"06/02/2024 08:00:00 - 06/02/2024 09:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 08:00:00 - 06/02/2024 09:00:00","France (FR)","Spain (ES)","3083.62"
"06/02/2024 08:00:00 - 06/02/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/02/2024 08:00:00 - 06/02/2024 09:00:00","Portugal (PT)","Spain (ES)","2081.82"
"06/02/2024 09:00:00 - 06/02/2024 10:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 09:00:00 - 06/02/2024 10:00:00","France (FR)","Spain (ES)","3160.10"
"06/02/2024 09:00:00 - 06/02/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/02/2024 09:00:00 - 06/02/2024 10:00:00","Portugal (PT)","Spain (ES)","856.94"
"06/02/2024 10:00:00 - 06/02/2024 11:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 10:00:00 - 06/02/2024 11:00:00","France (FR)","Spain (ES)","3098.90"
"06/02/2024 10:00:00 - 06/02/2024 11:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/02/2024 10:00:00 - 06/02/2024 11:00:00","Portugal (PT)","Spain (ES)","332.00"
"06/02/2024 11:00:00 - 06/02/2024 12:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 11:00:00 - 06/02/2024 12:00:00","France (FR)","Spain (ES)","2778.58"
"06/02/2024 11:00:00 - 06/02/2024 12:00:00","Spain (ES)","Portugal (PT)","648.98"
"06/02/2024 11:00:00 - 06/02/2024 12:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 12:00:00 - 06/02/2024 13:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 12:00:00 - 06/02/2024 13:00:00","France (FR)","Spain (ES)","2794.27"
"06/02/2024 12:00:00 - 06/02/2024 13:00:00","Spain (ES)","Portugal (PT)","1449.23"
"06/02/2024 12:00:00 - 06/02/2024 13:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 13:00:00 - 06/02/2024 14:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 13:00:00 - 06/02/2024 14:00:00","France (FR)","Spain (ES)","2797.16"
"06/02/2024 13:00:00 - 06/02/2024 14:00:00","Spain (ES)","Portugal (PT)","2797.58"
"06/02/2024 13:00:00 - 06/02/2024 14:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 14:00:00 - 06/02/2024 15:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 14:00:00 - 06/02/2024 15:00:00","France (FR)","Spain (ES)","2581.41"
"06/02/2024 14:00:00 - 06/02/2024 15:00:00","Spain (ES)","Portugal (PT)","3563.96"
"06/02/2024 14:00:00 - 06/02/2024 15:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 15:00:00 - 06/02/2024 16:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 15:00:00 - 06/02/2024 16:00:00","France (FR)","Spain (ES)","1275.55"
"06/02/2024 15:00:00 - 06/02/2024 16:00:00","Spain (ES)","Portugal (PT)","3203.89"
"06/02/2024 15:00:00 - 06/02/2024 16:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 16:00:00 - 06/02/2024 17:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 16:00:00 - 06/02/2024 17:00:00","France (FR)","Spain (ES)","1412.07"
"06/02/2024 16:00:00 - 06/02/2024 17:00:00","Spain (ES)","Portugal (PT)","3367.33"
"06/02/2024 16:00:00 - 06/02/2024 17:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 17:00:00 - 06/02/2024 18:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 17:00:00 - 06/02/2024 18:00:00","France (FR)","Spain (ES)","1988.40"
"06/02/2024 17:00:00 - 06/02/2024 18:00:00","Spain (ES)","Portugal (PT)","1455.79"
"06/02/2024 17:00:00 - 06/02/2024 18:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 18:00:00 - 06/02/2024 19:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 18:00:00 - 06/02/2024 19:00:00","France (FR)","Spain (ES)","2237.94"
"06/02/2024 18:00:00 - 06/02/2024 19:00:00","Spain (ES)","Portugal (PT)","198.56"
"06/02/2024 18:00:00 - 06/02/2024 19:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 19:00:00 - 06/02/2024 20:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 19:00:00 - 06/02/2024 20:00:00","France (FR)","Spain (ES)","2592.80"
"06/02/2024 19:00:00 - 06/02/2024 20:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/02/2024 19:00:00 - 06/02/2024 20:00:00","Portugal (PT)","Spain (ES)","192.24"
"06/02/2024 20:00:00 - 06/02/2024 21:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 20:00:00 - 06/02/2024 21:00:00","France (FR)","Spain (ES)","2765.13"
"06/02/2024 20:00:00 - 06/02/2024 21:00:00","Spain (ES)","Portugal (PT)","0.00"
"06/02/2024 20:00:00 - 06/02/2024 21:00:00","Portugal (PT)","Spain (ES)","79.72"
"06/02/2024 21:00:00 - 06/02/2024 22:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 21:00:00 - 06/02/2024 22:00:00","France (FR)","Spain (ES)","2735.51"
"06/02/2024 21:00:00 - 06/02/2024 22:00:00","Spain (ES)","Portugal (PT)","448.85"
"06/02/2024 21:00:00 - 06/02/2024 22:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 22:00:00 - 06/02/2024 23:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 22:00:00 - 06/02/2024 23:00:00","France (FR)","Spain (ES)","2689.88"
"06/02/2024 22:00:00 - 06/02/2024 23:00:00","Spain (ES)","Portugal (PT)","723.10"
"06/02/2024 22:00:00 - 06/02/2024 23:00:00","Portugal (PT)","Spain (ES)","0.00"
"06/02/2024 23:00:00 - 07/02/2024 00:00:00","Spain (ES)","France (FR)","0.00"
"06/02/2024 23:00:00 - 07/02/2024 00:00:00","France (FR)","Spain (ES)","2426.25"
"06/02/2024 23:00:00 - 07/02/2024 00:00:00","Spain (ES)","Portugal (PT)","1606.96"
"06/02/2024 23:00:00 - 07/02/2024 00:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 00:00:00 - 07/02/2024 01:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 00:00:00 - 07/02/2024 01:00:00","France (FR)","Spain (ES)","2227.46"
"07/02/2024 00:00:00 - 07/02/2024 01:00:00","Spain (ES)","Portugal (PT)","2400.56"
"07/02/2024 00:00:00 - 07/02/2024 01:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 01:00:00 - 07/02/2024 02:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 01:00:00 - 07/02/2024 02:00:00","France (FR)","Spain (ES)","2631.69"
"07/02/2024 01:00:00 - 07/02/2024 02:00:00","Spain (ES)","Portugal (PT)","2054.11"
"07/02/2024 01:00:00 - 07/02/2024 02:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 02:00:00 - 07/02/2024 03:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 02:00:00 - 07/02/2024 03:00:00","France (FR)","Spain (ES)","2882.71"
"07/02/2024 02:00:00 - 07/02/2024 03:00:00","Spain (ES)","Portugal (PT)","2058.75"
"07/02/2024 02:00:00 - 07/02/2024 03:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 03:00:00 - 07/02/2024 04:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 03:00:00 - 07/02/2024 04:00:00","France (FR)","Spain (ES)","2907.81"
"07/02/2024 03:00:00 - 07/02/2024 04:00:00","Spain (ES)","Portugal (PT)","2392.38"
"07/02/2024 03:00:00 - 07/02/2024 04:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 04:00:00 - 07/02/2024 05:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 04:00:00 - 07/02/2024 05:00:00","France (FR)","Spain (ES)","2895.83"
"07/02/2024 04:00:00 - 07/02/2024 05:00:00","Spain (ES)","Portugal (PT)","2607.60"
"07/02/2024 04:00:00 - 07/02/2024 05:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 05:00:00 - 07/02/2024 06:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 05:00:00 - 07/02/2024 06:00:00","France (FR)","Spain (ES)","2623.81"
"07/02/2024 05:00:00 - 07/02/2024 06:00:00","Spain (ES)","Portugal (PT)","1979.36"
"07/02/2024 05:00:00 - 07/02/2024 06:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 06:00:00 - 07/02/2024 07:00:00","Spain (ES)","France (FR)","0.00"
"07/02/2024 06:00:00 - 07/02/2024 07:00:00","France (FR)","Spain (ES)","588.03"
"07/02/2024 06:00:00 - 07/02/2024 07:00:00","Spain (ES)","Portugal (PT)","1092.24"
"07/02/2024 06:00:00 - 07/02/2024 07:00:00","Portugal (PT)","Spain (ES)","0.00"
"07/02/2024 07:00:00 - 07/02/2024 08:00:00","Spain (ES)","France (FR)","726.89"
"07/02/2024 07:00:00 - 07/02/2024 08:00:00","France (FR)","Spain (ES)","0.00"
"07/02/2024 07:00:00 - 07/02/2024 08:00:00","Spain (ES)","Portugal (PT)","0.00"
"07/02/2024 07:00:00 - 07/02/2024 08:00:00","Portugal (PT)","Spain (ES)","916.56"
"07/02/2024 08:00:00 - 07/02/2024 09:00:00","Spain (ES)","France (FR)","1295.37"
"07/02/2024 08:00:00 - 07/02/2024 09:00:00","France (FR)","Spain (ES)","0.00"
"07/02/2024 08:00:00 - 07/02/2024 09:00:00","Spain (ES)","Portugal (PT)","0.00"
"07/02/2024 08:00:00 - 07/02/2024 09:00:00","Portugal (PT)","Spain (ES)","2074.17"
"07/02/2024 09:00:00 - 07/02/2024 10:00:00","Spain (ES)","France (FR)","1776.32"
"07/02/2024 09:00:00 - 07/02/2024 10:00:00","France (FR)","Spain (ES)","0.00"
"07/02/2024 09:00:00 - 07/02/2024 10:00:00","Spain (ES)","Portugal (PT)","0.00"
"07/02/2024 09:00:00 - 07/02/2024 10:00:00","Portugal (PT)","Spain (ES)","1215.21"
"07/02/2024 10:00:00 - 07/02/2024 11:00:00","Spain (ES)","France (FR)","1584.81"
"07/02/2024 10:00:00 - 07/02/2024 11:00:00","France (FR)","Spain (ES)","0.00"
"07/02/2024 10:00:00 - 07/02/2024 11:00:00","Spain (ES)","Portugal (PT)","0.00"
"07/02/2024 10:00:00 - 07/02/2024 11:00:00","Portugal (PT)","Spain (ES)","102.63"
"07/02/2024 11:00:00 - 07/02/2024 12:00:00","Spain (ES)","France (FR)","2067.60"
"07/02/2024 11:00:00 - 07/02/2024 12:00:00","France (FR)","Spain (ES)","0.00"
